Anglican Nonconformist
rally plunge
rally slide
rally slip
ram collide
random nonrandom
rank finish
rarely often
rate downgrade
ratify abrogate
ratify annul
ratify override
ratify reject
ratify repeal
ratify revise
ratify revoke
ratify sign
rational irrational
rationalize rectify
rationally irrationally
ratite carinate
rattle hurt
ravel unravel
raw cooked
raze damage
re-entrant salient
reactivate restart
reactive unreactive
read misread
read scribble
ready mount
ready unready
ready-made custom-made
reaffirm reconsider
real nominal
real unreal
realistic unrealistic
realistically unrealistically
reality unreality
reality_principle pleasure_principle
rear front
rear head
reasonable unreasonable
reasonably unreasonably
reassert undermine
reassign hire
reassure thank
reassure worry
reassuring unreassuring
reauthorize repeal
rebuff accept
rebuff consider
rebuild renovate
rebuke praise
rebut confirm
rebut corroborate
rebut substantiate
rebut undercut
recall forget
recall issue
recapitalize liquidate
recapture liberate
recede advance
receive pay
receive refuse
receptive unreceptive
receptor effector
recess adjourn
recessive dominant
reciprocal nonreciprocal
recognizably unrecognizably
recommend authorize
recommend endorse
recommend propose
recommend reject
reconcilable irreconcilable
reconfirm reconsider
reconsider affirm
reconsider reaffirm
reconsider reexamine
reconsider uphold
reconstructed unreconstructed
record erase
recorded live
recount acknowledge
recoup offset
recoup refund
recover drop
recover found
recoverable unrecoverable
recreate replicate
rectify rationalize
recto verso
recuperate deteriorate
recycle contaminate
recycle discharge
redefine create
redefine preserve
redeploy deploy
redesign discontinue
redesign introduce
redistribute nationalize
reduce blow_up
reduce curtail
reduce expand
reduce gain
reduce increase
reduced_instruction_set_computer complex_instruction_set_computer
reduced_instruction_set_computing complex_instruction_set_computing
reducible irreducible
reentrant_angle salient_angle
reestablish revive
reexamine investigate
reexamine reconsider
refer arbitrate
refer dismiss
refer reject
refinance prepay
refinance repay
refined unrefined
reflect affect
reflect dampen
reflected unreflected
reflective nonreflective
refocus reinforce
refrain act
refresh tire
refrigerate bake
refrigerate butter
refrigerate reheat
refrigerate simmer
refund collect
refund deduct
refund recoup
refurbish demolish
refuse accept
refuse defer
refuse grant
refuse ignore
refuse negotiate
refuse receive
refuse renew
refuse request
refuse rescind
refuse revoke
refuse withdraw
refuse withhold
refute buttress
refute clarify
refute confirm
refute dismiss
refute repeat
refute substantiate
regain gain
regain lose
regard criticize
regard denounce
regard fear
regenerate unregenerate
registered unregistered
regress progress
regressive progressive
regretful unregretful
regular irregular
regularity irregularity
regularly irregularly
regulate deregulate
regulated unregulated
regulation_time overtime
rehabilitate purge
rehabilitative punitive
rehearse improvise
reheat refrigerate
reimburse subsidize
reinforce contradict
reinforce undermine
reinstate abolish
reinstate enact
reinstate grant
reinstate impose
reinstate reject
reinstate repeal
reinstate rescind
reinstate revoke
reinstate uphold
reintroduce introduce
reintroduce repeal
reinvest deposit
reissue publish
reject accept
reject admit
reject approve
reject endorse
reject submit
reject support
reject uphold
reject withdraw
rejection acceptance
rejective acceptive
rejoin join
rejoin quit
rejuvenate age
rekindle dim
rekindle ignite
rekindle spark
relate omit
related unrelated
relatedness unrelatedness
relative absolute
relaunch launch
relax impose
relax strengthen
relax tense
relax tighten
relaxed tense
release detain
release withhold
relevance irrelevance
relevant irrelevant
relevantly irrelevantly
reliability unreliability
reliable unreliable
reliableness unreliableness
reliably unreliably
relieve cause
relieve induce
relieve lessen
religious irreligious
religious secular
religious_person nonreligious_person
relinquish abandon
relinquish cede
relinquish concede
relinquish maintain
relinquish retain
relinquish seek
relive feel
relive imagine
remain have
remain say
remain turn
remand sentence
remarkably unremarkably
remediable irremediable
remedy resolve
remember endure
remember forget
remember know
remember like
remind congratulate
remind thank
removable irremovable
remove keep
remove repair
renegotiate abrogate
renegotiate scrap
renegotiate terminate
renew deny
renew revoke
renew suspend
renew withdraw
renewable unrenewable
renounce accept
renounce advocate
renounce declare
renounce reaffirm
renounce revoke
renovate build
renovate demolish
renovate rebuild
rent own
rent purchase
rent sell
rentable unrentable
reopen establish
reopen shut
repair break
repair remove
repair transplant
reparable irreparable
repatriate expatriate
repay invest
repay refinance
repeal abolish
repeal approve
repeal enact
repeal enforce
repeal reauthorize
repeat refute
repeatable unrepeatable
repel attract
repel mount
repentant unrepentant
repentantly unrepentantly
repetitive nonrepetitive
replace keep
replace repair
replace resign
replaceable irreplaceable
replant irrigate
replant transplant
replenish absorb
replicate fuse
replicate recreate
replicate translate
reportable unreportable
reported unreported
reposition diversify
representational nonrepresentational
representative nonrepresentative
reprimand prosecute
reprobate approbate
reproduce synthesize
reproducible unreproducible
repudiate back
repudiate embrace
repudiate endorse
repulsion attraction
repulsive attractive
reputability disreputability
reputable disreputable
reputably disreputably
repute disrepute
request refuse
requested unrequested
require exempt
require forbid
require prohibit
requisition derequisition
reroute disconnect
reschedule cancel
reschedule scrap
rescind accept
rescind approve
rescind enforce
rescind impose
rescind refuse
rescind reinstate
rescind reject
rescind reverse
rescue arrest
rescue kill
resell bundle
resell hoard
resell lease
resemble contain
resemble feature
resent accept
resent welcome
resentful unresentful
reserved unreserved
reshuffle sack
resident nonresident
residential nonresidential
resign lose
resign quit
resign sign
resist accept
resist decry
resist demand
resist favor
resist ignore
resist support
resist surrender
resistible irresistible
resolute irresolute
resolutely irresolutely
resoluteness irresoluteness
resolution preparation
resolve remedy
respect disregard
respect disrespect
respectability unrespectability
respectable unrespectable
respectful disrespectful
respectfully disrespectfully
responsibility irresponsibility
responsible irresponsible
responsibleness irresponsibleness
responsibly irresponsibly
responsive unresponsive
responsiveness unresponsiveness
rest be_active
rest_day workday
restart delay
restart freeze
restart initiate
restart postpone
restart reactivate
rested tired
restful restless
restless restful
restore undermine
restrain dampen
restrained unrestrained
restraint unrestraint
restrict derestrict
restrict expand
restrict facilitate
restrict legalize
restricted unrestricted
restrictive unrestrictive
restructure liquidate
resume cease
resume halt
retail wholesale
retain cede
retain lose
retain relinquish
retard affect
retard stimulate
retarded precocious
retentive unretentive
reticulate nonreticulate
retire pitch
retire walk
retractile nonretractile
retreat advance
retreat jump
retrieve confiscate
retrieve found
retroactive proactive
retrofit demolish
retrograde anterograde
retrograde direct
retrorse antrorse
retrospective prospective
return fumble
returnable nonreturnable
revalue devalue
reveal conceal
revealing concealing
reverberant unreverberant
reverence irreverence
reverent irreverent
reverently irreverently
reversal affirmation
reverse affirm
reverse forward
reverse obverse
reverse reaffirm
reverse rescind
reverse uphold
reversibility irreversibility
reversible irreversible
reversible nonreversible
reversible_process irreversible_process
revile pity
revise abrogate
revive reestablish
revived unrevived
revocable irrevocable
revoke amend
revoke approve
revoke enforce
revoke grant
revoke impose
revoke reinstate
revoke reject
revoke renew
revoke suspend
revoke uphold
revolutionary counterrevolutionary
reward discourage
reward penalize
reward penalty
reward punish
rewarding unrewarding
rewrite delete
rewrite repeal
rewrite scrap
rh-negative rh-positive
rh-positive rh-negative
rhetorical unrhetorical
rhymed unrhymed
rhythmical unrhythmical
ribbed ribless
ribless ribbed
rich lean
rich poor
rich_people poor_people
ride pull
ride walk
ridicule applaud
ridicule assail
ridicule embrace
ridicule endorse
rifled unrifled
rigged unrigged
right center
right left
right wrong
right wrongly
right-handed ambidextrous
right-handed left-handed
right_angle oblique_angle
right_triangle oblique_triangle
righteous unrighteous
righteously unrighteously
righteousness unrighteousness
rightfulness wrongfulness
rightness wrongness
rigid nonrigid
rimless rimmed
rimmed rimless
rip knock
ripe green
ripen rot
ripeness greenness
rise decline
rise decrease
rise drop
rise edge
rise fall
rise fell
rise set
rise tumble
rising falling
rising_trot sitting_trot
roast boil
roast saute
rob detain
robust frail
roll haul
roll_up unfurl
romantically unromantically
romanticist classicist
roofed roofless
roofless roofed
rot ripen
rotor stator
rough smooth
roughen smooth
roughness smoothness
round square
rounded angular
roundness angularity
rout play
row cycle
rugged delicate
ruminant nonruminant
run idle
run-on end-stopped
running passing
running standing
rural urban
rural_area urban_area
rush delay
rush linger
rush pass
rusted rustless
rusticity urbanity
rustless rusted
sabotage stall
sabre foil
sack demote
sack pressure
sack reshuffle
